timestamp,"30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000000)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=10000000)",bitcoin
1385467200000,100,100,100,100,100.0,100.0,100.0,100.0,582.501740946
1385553600000,100,100,100,100,100.0,100.0,100.0,100.0,636.661664847
1385640000000,100,100,100,100,100.0,100.0,100.0,100.0,716.548156443
1385726400000,100,100,100,100,100.0,100.0,100.0,100.0,767.286551103
1385812800000,100,100,100,100,100.0,100.0,100.0,100.0,789.643769216
1385899200000,100,100,100,100,100.0,100.0,100.0,100.0,718.491072834
1385985600000,100,100,100,100,100.0,100.0,100.0,100.0,681.467480233
1386072000000,100,100,100,100,100.0,100.0,100.0,100.0,757.422452852
1386158400000,100,100,100,100,100.0,100.0,100.0,100.0,785.638938247
1386244800000,100,100,100,100,100.0,100.0,100.0,100.0,654.829257555
1386331200000,100,100,100,100,100.0,100.0,100.0,100.0,710.140233994
1386417600000,100,100,100,100,100.0,100.0,100.0,100.0,549.048353044
1386504000000,100,100,100,100,100.0,100.0,100.0,100.0,528.488368218
1386590400000,100,100,100,100,100.0,100.0,100.0,100.0,622.884954507
1386676800000,100,100,100,100,100.0,100.0,100.0,100.0,644.550367138
1386763200000,100,100,100,100,100.0,100.0,100.0,100.0,617.121967535
1386849600000,100,100,100,100,100.0,100.0,100.0,100.0,602.62963308
1386936000000,100,100,100,100,100.0,100.0,100.0,100.0,634.241014052
1387022400000,100,100,100,100,100.0,100.0,100.0,100.0,611.340151592
1387108800000,100,100,100,100,100.0,100.0,100.0,100.0,584.309729218
1387195200000,100,100,100,100,100.0,100.0,100.0,100.0,576.567539094
1387281600000,100,100,100,100,100.0,100.0,100.0,100.0,495.632326215
1387368000000,100,100,100,100,100.0,100.0,100.0,100.0,349.272976765
1387454400000,100,100,100,100,100.0,100.0,100.0,100.0,465.302613989
1387540800000,100,100,100,100,100.0,100.0,100.0,100.0,480.693943989
1387627200000,100,100,100,100,100.0,100.0,100.0,100.0,427.82630281
1387713600000,100,100,100,100,100.0,100.0,100.0,100.0,451.745390653
1387800000000,100,100,100,100,100.0,100.0,100.0,100.0,445.557495809
1387886400000,100,100,100,100,100.0,100.0,100.0,100.0,459.710507583
1387972800000,100,100,100,100,100.0,100.0,100.0,100.0,467.370009423
1388059200000,100,100,100,100,100.0,100.0,100.0,100.0,500.174383718
1388145600000,100,100,100,100,108.02279375,112.51353081,108.02279375,112.51353081,531.469121522
1388232000000,100,100,100,100,110.095779398,108.630081618,110.095779398,108.630081618,520.936898875
1388318400000,100,100,100,100,106.487620236,102.838498685,106.487620236,102.838498685,507.050095111
1388404800000,100,100,100,100,113.797871191,110.116745461,113.797871191,110.116745461,528.428306923
1388491200000,100,100,100,100,115.287654633,109.717235046,115.287654633,109.717235046,526.486479566
1388577600000,100,100,100,100,122.492700043,114.480809151,122.492700043,114.480809151,537.915665508
1388664000000,100,100,100,100,135.988780306,115.328872472,135.988780306,115.328872472,539.908080434
1388750400000,100,100,100,100,157.530808348,133.954816368,157.467975893,133.954816368,573.833244409
1388836800000,100,100,100,100,150.849319922,132.641303419,150.789152433,132.641303419,575.93059989
1388923200000,100,100,100,100,160.37323685,141.271888665,160.309270669,141.271888665,606.495604395
1389009600000,100,100,100,100,184.851579351,176.794874192,184.777849782,176.794874192,694.16445156
1389096000000,100,100,100,100,168.255926443,159.786861903,168.188816186,159.786861903,645.089870592
1389182400000,100,100,100,100,147.971173226,138.132515195,147.91215371,138.132515195,602.454076846
1389268800000,100,100,100,100,143.087551765,132.280702605,143.030480121,132.280702605,586.078182472
1389355200000,100,100,100,100,142.169696788,131.455940418,142.112991238,131.455940418,585.488013896
1389441600000,100,100,100,100,166.992878458,150.88569463,166.926271979,150.88569463,637.3661709
1389528000000,100,100,100,100,154.967769682,138.385254151,154.905959516,138.385254151,605.76410795
1389614400000,100,100,100,100,146.677840783,130.102480486,146.619337122,130.102480486,583.198477586
1389700800000,100,100,100,100,146.895499093,130.851946725,146.836908619,130.851946725,586.363118111
1389787200000,100,100,100,100,172.261568026,138.120280067,172.192860086,138.120280067,602.324935276
1389873600000,100,100,100,100,169.186828506,135.205339681,169.119346951,135.205339681,595.969093548
1389960000000,100,100,100,100,161.983291964,127.621776016,161.9186836,127.621776016,579.255369171
1390046400000,100,100,100,100,172.231899301,130.714736528,172.163203195,130.714736528,586.274602249
1390132800000,100,100,100,100,189.607113364,129.31211046,189.531487011,129.31211046,583.129111305
1390219200000,100,100,100,100,224.263833974,142.571438969,224.174384504,142.571438969,613.025384833
1390305600000,100,100,100,100,281.561391504,195.692396759,281.449088433,195.692396759,604.07999633
1390392000000,100,100,100,100,258.391655992,185.815766312,293.510169437,185.815766312,588.83598332
1390478400000,100,100,100,100,250.169914196,185.89262964,284.170994693,185.89262964,588.95777033
1390564800000,87.7267322814,88.0736746688,87.7267322814,88.0736746688,230.558105989,163.722469862,261.893707419,163.722469862,555.830725391
1390651200000,94.5393845122,93.9438661328,94.5393845122,93.9438661328,252.014267438,174.593601145,286.266017578,174.593601145,574.284236359
1390737600000,103.677520779,102.365293549,103.677520779,102.365293549,269.428743893,190.244727716,307.959247481,190.244727716,602.009698437
1390824000000,103.076473852,102.672836449,103.076473852,102.672836449,265.640886939,190.816292678,303.629696147,190.816292678,606.649800079
1390910400000,93.7421971918,92.6956829378,93.7421971918,92.6956829378,238.747950105,172.273866947,272.890850431,172.273866947,567.003928623
1390996800000,94.3410212197,93.9467300098,94.3410212197,93.9467300098,240.011993608,175.973689385,274.335662445,175.973689385,573.092530146
1391083200000,92.0623711729,91.6003086774,92.0623711729,91.6003086774,241.298080007,170.841943601,275.805669669,170.841943601,564.736266247
1391169600000,94.8798703311,94.1906982898,94.8798703311,94.1906982898,251.788686259,176.748919438,287.79651801,176.748919438,574.499335576
1391256000000,100.559494416,98.8979489702,100.559494416,98.8979489702,268.173284837,186.377726177,306.52424756,186.377726177,590.147926502
1391342400000,98.9678160051,97.9035015801,98.9678160051,97.9035015801,262.100067666,182.774423228,299.582510896,182.774423228,584.443162828
1391428800000,94.3592773609,93.3511401113,94.3592773609,93.3511401113,246.838779969,173.621142172,282.138734827,173.621142172,569.808805253
1391515200000,94.6911820994,94.5817760713,94.6911820994,94.5817760713,275.288235117,180.462369418,314.656693646,180.462369418,581.034948206
1391601600000,94.5712595394,94.6705517608,94.5712595394,94.6705517608,404.906389859,180.016111177,462.811299638,180.016111177,580.316539059
1391688000000,88.9972512401,88.9791058117,88.9972512401,88.9791058117,377.802562085,168.509864867,431.831403861,168.509864867,561.770240638
1391774400000,76.5872344904,74.8696304744,76.5872344904,74.8696304744,328.695372306,141.789144752,375.7014862,141.789144752,497.086280015
1391860800000,76.8330993934,75.4745833784,76.8330993934,75.4745833784,330.083559824,141.508124335,377.288195833,141.508124335,496.593677447
1391947200000,74.6708511617,72.7314655545,74.6708511617,72.7314655545,329.032454684,134.412287896,376.086774102,134.412287896,484.142987677
1392033600000,64.4274648204,61.7240279333,64.4274648204,61.7240279333,296.047942391,114.06985614,338.385208049,114.06985614,436.152154922
1392120000000,76.5437114041,73.7756099471,76.5437114041,73.7756099471,362.257784259,136.341931904,424.777025311,136.341931904,495.628541729
1392206400000,67.7989202066,65.3713391547,67.7989202066,65.3713391547,343.278588584,120.810314925,402.522358519,120.810314925,459.557448073
1392292800000,66.5157624245,64.3403147564,66.5157624245,64.3403147564,333.829966772,117.970590136,391.44307288,117.970590136,454.156350169
1392379200000,61.4923597829,59.529122548,61.4923597829,59.529122548,328.59959295,109.149073079,525.757658621,109.149073079,439.697952954
1392465600000,64.2210086645,62.0529551414,64.2210086645,62.0529551414,333.234571022,113.77662303,546.313291571,113.77662303,449.905990377
1392552000000,63.815674154,61.4254188939,63.815674154,61.4254188939,314.101279198,113.851994734,514.945682854,113.851994734,450.05501124
1392638400000,64.6538967986,62.5242597852,64.6538967986,62.5242597852,303.70267972,115.032734263,497.897952508,115.032734263,452.388732943
1392724800000,62.6297804891,60.0495664692,62.6297804891,60.0495664692,282.334527012,108.971715841,462.866455611,108.971715841,440.47066257
1392811200000,61.8032721973,59.129314196,61.8032721973,59.129314196,283.92115824,105.554092939,465.467619487,105.554092939,433.563537117
1392897600000,57.8503896914,55.3102529808,57.8503896914,55.3102529808,249.796134002,96.8119382156,409.522180636,96.8119382156,415.609332698
1392984000000,54.6264872501,51.8006047015,54.6264872501,51.8006047015,237.44066939,90.0870514031,389.266315465,90.0870514031,401.174513128
1393070400000,53.3402012768,50.9699333706,53.3402012768,50.9699333706,232.826302282,88.3909974956,381.701403831,88.3909974956,397.398090269
1393156800000,59.5994968329,60.66741747,59.5994968329,60.66741747,260.567837102,102.638041969,427.181586617,102.638041969,435.202354535
1393243200000,55.4125397804,53.0335787602,55.4125397804,53.0335787602,332.106442977,89.7229997508,544.463809557,89.7229997508,407.821391909
1393329600000,46.3678258993,38.8436767944,46.3678258993,38.8436767944,277.898356384,72.0323428482,455.59368385,72.0323428482,353.262132417
1393416000000,52.5046590912,49.6948623936,52.5046590912,49.6948623936,314.678512114,85.3427436846,515.892013281,85.3427436846,402.60495061
1393502400000,52.79952284,49.1978121843,52.79952284,49.1978121843,318.498613384,84.4891417916,522.154785156,84.4891417916,400.591514358
1393588800000,51.5192634393,47.6373469473,51.5192634393,47.6373469473,308.701449299,81.8092996845,506.0930634,81.8092996845,394.238496768
1393675200000,50.1230739388,46.4233643404,50.1230739388,46.4233643404,299.57808671,79.7244844446,491.135989075,79.7244844446,389.215141053
1393761600000,50.6592559587,48.4293997025,50.6592559587,48.4293997025,302.517155131,83.1695198766,495.95437313,83.1695198766,397.624477037
1393848000000,50.71289511,52.3560076916,50.71289511,52.3560076916,390.558119231,85.2567770885,640.290984854,85.2567770885,413.743977358
1393934400000,60.5950757738,68.8697897012,60.5950757738,68.8697897012,545.13015253,112.412580344,893.700335622,112.412580344,478.994157339
1394020800000,57.4086263064,63.4765319298,57.4086263064,63.4765319298,474.746811726,103.311792622,857.366491122,103.311792622,460.238916669
1394107200000,57.9464722088,64.1209707279,57.9464722088,64.1209707279,483.783627177,104.360654704,873.68648014,104.360654704,462.575180208
1394193600000,54.838305341,59.6515674977,54.838305341,59.6515674977,453.73389366,97.0864378302,819.418322991,97.0864378302,446.453816314
1394280000000,52.6012343898,56.7417629066,52.6012343898,56.7417629066,430.703164084,92.3505595562,777.826098849,92.3505595562,435.564803511
1394366400000,51.9214850369,56.516994786,51.9214850369,56.516994786,424.571423098,91.9847362076,766.752513679,91.9847362076,434.702113693
1394452800000,52.6748614449,57.8039289848,52.6748614449,57.8039289848,433.883014637,94.0792973789,783.568733119,94.0792973789,439.651359654
1394539200000,50.8872555614,57.767344359,50.8872555614,57.767344359,411.589038328,94.0197537466,743.307044638,94.0197537466,439.512230007
1394625600000,54.3079591397,59.0000743509,54.3079591397,59.0000743509,451.663241775,96.02609438,815.678840182,96.02609438,444.201729877
1394712000000,54.5078766498,60.3327853469,54.5078766498,60.3327853469,452.595095442,98.1951599837,817.361716379,98.1951599837,449.218609401
1394798400000,53.444992319,58.5834642528,53.444992319,58.5834642528,445.358182539,95.3480369193,804.292251837,95.3480369193,442.706166915
1394884800000,53.3562990942,58.6435814644,53.3562990942,58.6435814644,445.729064406,95.3480369193,804.962043982,95.3480369193,442.933315144
1394971200000,53.4930547547,58.6897469482,53.4930547547,58.6897469482,456.391045942,95.3480369193,824.216993087,95.3480369193,443.107658442
