timestamp,"30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: market_cap-weighted (max_weight=1, min_volume=0)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: volume-weighted (max_weight=1, min_volume=0)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=10000)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=100000)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","Daily balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","Daily balanced: market_cap-weighted (max_weight=1, min_volume=0)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=10000)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=100000)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","Daily balanced: volume-weighted (max_weight=0.2, min_volume=10000000)","Daily balanced: volume-weighted (max_weight=1, min_volume=0)",Bitcoin
1368273600000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,54.811693187,100.0,100.0,100.0,100.0,100.0,82.4872862653
1368360000000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,52.2916793429,100.0,100.0,100.0,100.0,100.0,80.5669154024
1368446400000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,54.5911916222,100.0,100.0,100.0,100.0,100.0,82.3818443333
1368532800000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,55.4263862303,100.0,100.0,100.0,100.0,100.0,83.1935119677
1368619200000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,50.3853934275,100.0,100.0,100.0,100.0,100.0,79.3171755633
1368705600000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,51.18219666,100.0,100.0,100.0,100.0,100.0,80.069867789
1368792000000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,54.997057452,100.0,100.0,100.0,100.0,100.0,83.1270963061
1368878400000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,59.0899296835,100.0,100.0,100.0,100.0,100.0,86.168905003
1368964800000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,59.9784968221,100.0,100.0,100.0,100.0,100.0,86.7596583757
1369051200000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,58.4300854783,100.0,100.0,100.0,100.0,100.0,85.6642923396
1369137600000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,57.7178364422,100.0,100.0,100.0,100.0,100.0,85.1454263865
1369224000000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,59.2011741986,100.0,100.0,100.0,100.0,100.0,86.3046944778
1369310400000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,60.2988993912,100.0,100.0,100.0,100.0,100.0,87.1471587386
1369396800000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,63.4020483885,100.0,100.0,100.0,100.0,100.0,89.4973113162
1369483200000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,64.4316584477,100.0,100.0,100.0,100.0,100.0,90.2993547832
1369569600000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,68.4129871551,100.0,100.0,100.0,100.0,100.0,93.1282041773
1369656000000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,69.6019038456,100.0,100.0,100.0,100.0,100.0,93.9925539315
1369742400000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,64.0854420826,100.0,100.0,100.0,100.0,100.0,90.1849077184
1369828800000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,64.1056267906,100.0,100.0,100.0,100.0,100.0,90.2237992826
1369915200000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,65.6074655005,100.0,100.0,100.0,100.0,100.0,91.3758670788
1370001600000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,63.4845799407,100.0,100.0,100.0,100.0,100.0,89.9767746146
1370088000000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,63.6392882544,100.0,100.0,100.0,100.0,100.0,90.0344676536
1370174400000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,57.5870609531,100.0,100.0,100.0,100.0,100.0,85.6735580666
1370260800000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,54.3779155246,100.0,100.0,100.0,100.0,100.0,83.2018700172
1370347200000,100,100,100,100,100,100,100,100,100,100,100.0,100.0,100.0,100.0,56.4970412711,100.0,100.0,100.0,100.0,100.0,84.8462492836
