timestamp,"market_cap-weighted (max_weight=0.1, min_volume=1000000)","market_cap-weighted (max_weight=0.2, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.2, min_volume=1000000)"
1377259200000,100.0,100.0,100.0,100.0
1377345600000,100.0,100.0,100.0,100.0
1377432000000,100.0,100.0,100.0,100.0
1377518400000,100.0,100.0,100.0,100.0
1377604800000,100.0,100.0,100.0,100.0
1377691200000,100.0,100.0,100.0,100.0
1377777600000,100.0,100.0,100.0,100.0
1377864000000,100.0,100.0,100.0,100.0
1377950400000,100.0,100.0,100.0,100.0
1378036800000,100.0,100.0,100.0,100.0
1378123200000,100.0,100.0,100.0,100.0
1378209600000,100.0,100.0,100.0,100.0
1378296000000,100.0,100.0,100.0,100.0
1378382400000,100.0,100.0,100.0,100.0
1378468800000,100.0,100.0,100.0,100.0
1378555200000,100.0,100.0,100.0,100.0
1378641600000,100.0,100.0,100.0,100.0
1378728000000,100.0,100.0,100.0,100.0
1378814400000,100.0,100.0,100.0,100.0
1378900800000,100.0,100.0,100.0,100.0
1378987200000,100.0,100.0,100.0,100.0
1379073600000,100.0,100.0,100.0,100.0
1379160000000,100.0,100.0,100.0,100.0
1379246400000,100.0,100.0,100.0,100.0
1379332800000,100.0,100.0,100.0,100.0
1379419200000,100.0,100.0,100.0,100.0
1379505600000,100.0,100.0,100.0,100.0
1379592000000,100.0,100.0,100.0,100.0
1379678400000,100.0,100.0,100.0,100.0
1379764800000,100.0,100.0,100.0,100.0
1379851200000,100.0,100.0,100.0,100.0
1379937600000,100.0,100.0,100.0,100.0
1380024000000,100.0,100.0,100.0,100.0
1380110400000,100.0,100.0,100.0,100.0
1380196800000,100.0,100.0,100.0,100.0
1380283200000,100.0,100.0,100.0,100.0
1380369600000,100.0,100.0,100.0,100.0
1380456000000,100.0,100.0,100.0,100.0
1380542400000,100.0,100.0,100.0,100.0
1380628800000,100.0,100.0,100.0,100.0
1380715200000,100.0,100.0,100.0,100.0
1380801600000,100.0,100.0,100.0,100.0
1380888000000,100.0,100.0,100.0,100.0
1380974400000,100.0,100.0,100.0,100.0
1381060800000,100.0,100.0,100.0,100.0
1381147200000,100.0,100.0,100.0,100.0
1381233600000,100.0,100.0,100.0,100.0
1381320000000,100.0,100.0,100.0,100.0
1381406400000,100.0,100.0,100.0,100.0
1381492800000,100.0,100.0,100.0,100.0
1381579200000,100.0,100.0,100.0,100.0
1381665600000,100.0,100.0,100.0,100.0
1381752000000,100.0,100.0,100.0,100.0
1381838400000,100.0,100.0,100.0,100.0
1381924800000,100.0,100.0,100.0,100.0
1382011200000,100.0,100.0,100.0,100.0
1382097600000,100.0,100.0,100.0,100.0
1382184000000,100.0,100.0,100.0,100.0
1382270400000,100.0,100.0,100.0,100.0
1382356800000,100.0,100.0,100.0,100.0
1382443200000,100.0,100.0,100.0,100.0
1382529600000,100.0,100.0,100.0,100.0
1382616000000,100.0,100.0,100.0,100.0
1382702400000,100.0,100.0,100.0,100.0
1382788800000,100.0,100.0,100.0,100.0
1382875200000,100.0,100.0,100.0,100.0
1382961600000,100.0,100.0,100.0,100.0
1383048000000,100.0,100.0,100.0,100.0
1383134400000,100.0,100.0,100.0,100.0
1383220800000,100.0,100.0,100.0,100.0
1383307200000,100.0,100.0,100.0,100.0
1383393600000,100.0,100.0,100.0,100.0
1383480000000,100.0,100.0,100.0,100.0
1383566400000,100.0,100.0,100.0,100.0
1383652800000,100.0,100.0,100.0,100.0
1383739200000,100.0,100.0,100.0,100.0
1383825600000,100.0,100.0,100.0,100.0
1383912000000,100.0,100.0,100.0,100.0
1383998400000,100.0,100.0,100.0,100.0
1384084800000,100.0,100.0,100.0,100.0
1384171200000,100.0,100.0,100.0,100.0
1384257600000,100.0,100.0,100.0,100.0
1384344000000,100.0,100.0,100.0,100.0
1384430400000,100.0,100.0,100.0,100.0
1384516800000,100.0,100.0,100.0,100.0
1384603200000,100.0,100.0,100.0,100.0
1384689600000,100.0,100.0,100.0,100.0
1384776000000,100.0,100.0,100.0,100.0
1384862400000,100.0,100.0,100.0,100.0
1384948800000,100.0,100.0,100.0,100.0
1385035200000,100.0,100.0,100.0,100.0
1385121600000,100.0,100.0,100.0,100.0
1385208000000,100.0,100.0,100.0,100.0
1385294400000,100.0,100.0,100.0,100.0
1385380800000,100.0,100.0,100.0,100.0
1385467200000,100.0,100.0,100.0,100.0
1385553600000,100.0,100.0,100.0,100.0
1385640000000,100.0,100.0,100.0,100.0
1385726400000,100.0,100.0,100.0,100.0
1385812800000,100.0,100.0,100.0,100.0
1385899200000,100.0,100.0,100.0,100.0
1385985600000,100.0,100.0,100.0,100.0
1386072000000,100.0,100.0,100.0,100.0
1386158400000,100.0,100.0,100.0,100.0
1386244800000,100.0,100.0,100.0,100.0
1386331200000,100.0,100.0,100.0,100.0
1386417600000,100.0,100.0,100.0,100.0
1386504000000,100.0,100.0,100.0,100.0
1386590400000,100.0,100.0,100.0,100.0
1386676800000,100.0,100.0,100.0,100.0
1386763200000,100.0,100.0,100.0,100.0
1386849600000,100.0,100.0,100.0,100.0
1386936000000,100.0,100.0,100.0,100.0
1387022400000,100.0,100.0,100.0,100.0
1387108800000,100.0,100.0,100.0,100.0
1387195200000,100.0,100.0,100.0,100.0
1387281600000,100.0,100.0,100.0,100.0
1387368000000,100.0,100.0,100.0,100.0
1387454400000,100.0,100.0,100.0,100.0
1387540800000,100.0,100.0,100.0,100.0
1387627200000,100.0,100.0,100.0,100.0
1387713600000,100.0,100.0,100.0,100.0
1387800000000,100.0,100.0,100.0,100.0
1387886400000,100.0,100.0,100.0,100.0
1387972800000,100.0,100.0,100.0,100.0
1388059200000,100.0,100.0,100.0,100.0
1388145600000,100.0,100.0,100.0,100.0
1388232000000,100.0,100.0,100.0,100.0
1388318400000,100.0,100.0,100.0,100.0
1388404800000,100.0,100.0,100.0,100.0
1388491200000,100.0,100.0,100.0,100.0
1388577600000,100.0,100.0,100.0,100.0
1388664000000,100.0,100.0,100.0,100.0
1388750400000,116.569598707,116.569598707,116.569598707,116.569598707
1388836800000,108.339079964,108.339079964,108.339079964,108.339079964
1388923200000,108.339079964,108.339079964,108.339079964,108.339079964
1389009600000,115.984481985,115.984481985,115.984481985,115.984481985
1389096000000,115.984481985,115.984481985,115.984481985,115.984481985
1389182400000,99.9750647555,99.9750647555,99.9750647555,99.9750647555
1389268800000,99.9750647555,99.9750647555,99.9750647555,99.9750647555
1389355200000,99.9750647555,99.9750647555,99.9750647555,99.9750647555
1389441600000,133.220283739,133.220283739,133.220283739,133.220283739
1389528000000,133.220283739,133.220283739,133.220283739,133.220283739
1389614400000,133.220283739,133.220283739,133.220283739,133.220283739
1389700800000,133.220283739,133.220283739,133.220283739,133.220283739
1389787200000,133.220283739,133.220283739,133.220283739,133.220283739
1389873600000,133.220283739,133.220283739,133.220283739,133.220283739
1389960000000,133.220283739,133.220283739,133.220283739,133.220283739
1390046400000,133.220283739,133.220283739,133.220283739,133.220283739
1390132800000,169.685850607,169.685850607,169.685850607,169.685850607
1390219200000,254.381067131,254.381067131,254.381067131,254.381067131
1390305600000,400.254458202,400.254458202,400.254458202,400.254458202
1390392000000,459.710934797,459.710934797,459.710934797,459.710934797
1390478400000,459.710934797,459.710934797,459.710934797,459.710934797
1390564800000,459.710934797,459.710934797,459.710934797,459.710934797
1390651200000,459.710934797,459.710934797,459.710934797,459.710934797
1390737600000,538.82957566,538.82957566,538.82957566,538.82957566
1390824000000,538.82957566,538.82957566,538.82957566,538.82957566
1390910400000,538.82957566,538.82957566,538.82957566,538.82957566
1390996800000,538.82957566,538.82957566,538.82957566,538.82957566
1391083200000,538.82957566,538.82957566,538.82957566,538.82957566
1391169600000,538.82957566,538.82957566,538.82957566,538.82957566
1391256000000,538.82957566,538.82957566,538.82957566,538.82957566
1391342400000,538.82957566,538.82957566,538.82957566,538.82957566
1391428800000,538.82957566,538.82957566,538.82957566,538.82957566
1391515200000,814.715543355,814.715543355,814.715543355,814.715543355
1391601600000,1780.76644151,1780.76644151,1780.76644151,1780.76644151
1391688000000,1441.78436168,1441.78436168,1441.78436168,1441.78436168
1391774400000,1441.78436168,1441.78436168,1441.78436168,1441.78436168
1391860800000,1441.78436168,1441.78436168,1441.78436168,1441.78436168
1391947200000,1441.78436168,1441.78436168,1441.78436168,1441.78436168
1392033600000,1441.78436168,1441.78436168,1441.78436168,1441.78436168
1392120000000,2168.35835966,2168.35835966,2168.35835966,2168.35835966
1392206400000,2528.71141252,2528.71141252,2528.71141252,2528.71141252
1392292800000,2528.71141252,2528.71141252,2528.71141252,2528.71141252
1392379200000,5332.77728015,5332.77728015,5332.77728015,5332.77728015
1392465600000,6327.68350513,6327.68350513,6327.68350513,6327.68350513
1392552000000,4294.73784305,4294.73784305,4294.73784305,4294.73784305
1392638400000,3531.70721275,3531.70721275,3531.70721275,3531.70721275
1392724800000,3091.62302352,3091.62302352,3091.62302352,3091.62302352
1392811200000,3138.76024984,3138.76024984,3138.76024984,3138.76024984
1392897600000,2163.15643827,2163.15643827,2163.15643827,2163.15643827
1392984000000,2163.15643827,2163.15643827,2163.15643827,2163.15643827
1393070400000,2163.15643827,2163.15643827,2163.15643827,2163.15643827
1393156800000,2163.15643827,2163.15643827,2163.15643827,2163.15643827
1393243200000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393329600000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393416000000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393502400000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393588800000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393675200000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393761600000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393848000000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1393934400000,3991.52802816,3991.52802816,3991.52802816,3991.52802816
1394020800000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394107200000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394193600000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394280000000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394366400000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394452800000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394539200000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394625600000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394712000000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394798400000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394884800000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1394971200000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1395057600000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1395144000000,6027.25820215,6027.25820215,6027.25820215,6027.25820215
1395230400000,6276.25400282,6276.25400282,6276.25400282,6276.25400282
1395316800000,6276.25400282,6276.25400282,6276.25400282,6276.25400282
1395403200000,6276.25400282,6276.25400282,6276.25400282,6276.25400282
1395489600000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1395576000000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1395662400000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1395748800000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1395835200000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1395921600000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396008000000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396094400000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396180800000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396267200000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396353600000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396440000000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396526400000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396612800000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396699200000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396785600000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396872000000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1396958400000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1397044800000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1397131200000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1397217600000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1397304000000,8687.13491506,8687.13491506,8687.13491506,8687.13491506
1397390400000,15718.5363059,15718.5363059,15718.5363059,15718.5363059
1397476800000,27477.218313,27477.218313,27477.218313,27477.218313
1397563200000,23337.5638553,23337.5638553,23337.5638553,23337.5638553
1397649600000,22099.9552103,22099.9552103,22099.9552103,22099.9552103
1397736000000,32669.2828526,32669.2828526,32669.2828526,32669.2828526
1397822400000,38729.9131946,38729.9131946,38729.9131946,38729.9131946
1397908800000,38729.9131946,38729.9131946,38729.9131946,38729.9131946
1397995200000,31264.6091923,31264.6091923,31264.6091923,31264.6091923
1398081600000,31264.6091923,31264.6091923,31264.6091923,31264.6091923
1398168000000,22683.4298413,22683.4298413,22683.4298413,22683.4298413
1398254400000,22683.4298413,22683.4298413,22683.4298413,22683.4298413
1398340800000,22683.4298413,22683.4298413,22683.4298413,22683.4298413
1398427200000,22683.4298413,22683.4298413,22683.4298413,22683.4298413
1398513600000,37395.9206814,37395.9206814,37395.9206814,37395.9206814
1398600000000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1398686400000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1398772800000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1398859200000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1398945600000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399032000000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399118400000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399204800000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399291200000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399377600000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399464000000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399550400000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399636800000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399723200000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399809600000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399896000000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1399982400000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1400068800000,28507.7711115,28507.7711115,28507.7711115,28507.7711115
1400155200000,41247.0966695,41247.0966695,41247.0966695,41247.0966695
1400241600000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400328000000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400414400000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400500800000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400587200000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400673600000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400760000000,53048.2190056,53048.2190056,53048.2190056,53048.2190056
1400846400000,30884.7585662,30884.7585662,30884.7585662,30884.7585662
1400932800000,46324.1007508,46324.1007508,46324.1007508,46324.1007508
1401019200000,46002.5028338,46002.5028338,46002.5028338,46002.5028338
1401105600000,46002.5028338,46002.5028338,46002.5028338,46002.5028338
1401192000000,47360.6629286,47360.6629286,47360.6629286,47360.6629286
1401278400000,64944.4473391,64944.4473391,64944.4473391,64944.4473391
1401364800000,51532.9121404,51532.9121404,51532.9121404,51532.9121404
1401451200000,55659.0948287,55659.0948287,55659.0948287,55659.0948287
1401537600000,58053.2543014,58053.2543014,58053.2543014,58053.2543014
1401624000000,61675.1095388,61675.1095388,61675.1095388,61675.1095388
1401710400000,61498.3659888,61498.3659888,61498.3659888,61498.3659888
1401796800000,61498.3659888,61498.3659888,61498.3659888,61498.3659888
1401883200000,53107.1121003,53107.1121003,53107.1121003,53107.1121003
1401969600000,31774.951998,31774.951998,31774.951998,31774.951998
1402056000000,31774.951998,31774.951998,31774.951998,31774.951998
1402142400000,31774.951998,31774.951998,31774.951998,31774.951998
1402228800000,49032.027946,49032.027946,49032.027946,49032.027946
1402315200000,27611.5091376,27611.5091376,27611.5091376,27611.5091376
1402401600000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402488000000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402574400000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402660800000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402747200000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402833600000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1402920000000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1403006400000,35849.6122951,35849.6122951,35849.6122951,35849.6122951
1403092800000,71118.9322961,71118.9322961,71118.9322961,71118.9322961
1403179200000,71118.9322961,71118.9322961,71118.9322961,71118.9322961
1403265600000,71118.9322961,71118.9322961,71118.9322961,71118.9322961
1403352000000,19339.3834647,19339.3834647,19339.3834647,19339.3834647
1403438400000,19339.3834647,19339.3834647,19339.3834647,19339.3834647
1403524800000,19339.3834647,19339.3834647,19339.3834647,19339.3834647
1403611200000,19339.3834647,19339.3834647,19339.3834647,19339.3834647
1403697600000,24820.4786432,24820.4786432,24820.4786432,24820.4786432
1403784000000,26673.78784,26673.78784,26673.78784,26673.78784
1403870400000,26673.78784,26673.78784,26673.78784,26673.78784
1403956800000,38790.7292113,38790.7292113,38790.7292113,38790.7292113
1404043200000,37947.0587996,37947.0587996,37947.0587996,37947.0587996
1404129600000,37947.0587996,37947.0587996,37947.0587996,37947.0587996
1404216000000,37625.3520385,37625.3520385,37625.3520385,37625.3520385
1404302400000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404388800000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404475200000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404561600000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404648000000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404734400000,33533.2011778,33533.2011778,33533.2011778,33533.2011778
1404820800000,25886.3784917,25886.3784917,25886.3784917,25886.3784917
1404907200000,25886.3784917,25886.3784917,25886.3784917,25886.3784917
1404993600000,70219.420572,70219.420572,70219.420572,70219.420572
1405080000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405166400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405252800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405339200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405425600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405512000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405598400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405684800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405771200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405857600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1405944000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406030400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406116800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406203200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406289600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406376000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406462400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406548800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406635200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406721600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406808000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406894400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1406980800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407067200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407153600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407240000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407326400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407412800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407499200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407585600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407672000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407758400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407844800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1407931200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408017600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408104000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408190400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408276800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408363200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408449600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408536000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408622400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408708800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408795200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408881600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1408968000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409054400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409140800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409227200000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409313600000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409400000000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409486400000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
1409572800000,-9174.04656897,-9174.04656897,-9174.04656897,-9174.04656897
