timestamp,bitcoin,"market_cap-weighted (max_weight=0.1, min_volume=100000)","market_cap-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=10000000)"
1378296000000,95.6651926165,100,100,100,100
1378382400000,86.9234133532,100,100,100,100
1378468800000,87.9017345992,100,100,100,100
1378555200000,86.5776435173,100,100,100,100
1378641600000,85.9160170878,100,100,100,100
1378728000000,84.4130967324,100,100,100,100
1378814400000,89.5859148067,100,100,100,100
1378900800000,89.2172344082,100,100,100,100
1378987200000,92.734830742,100,100,100,100
1379073600000,94.8034313008,100,100,100,100
1379160000000,92.6689333597,100,100,100,100
1379246400000,91.5578093079,100,100,100,100
1379332800000,92.3865459639,100,100,100,100
1379419200000,92.1307752678,100,100,100,100
1379505600000,92.7371928241,100,100,100,100
1379592000000,91.2266933976,100,100,100,100
1379678400000,90.1176312952,100,100,100,100
1379764800000,89.702478786,100,100,100,100
1379851200000,89.6782907768,100,100,100,100
1379937600000,88.5035053619,100,100,100,100
1380024000000,88.8222619112,100,100,100,100
1380110400000,90.6249178517,100,100,100,100
1380196800000,89.6932324855,107.49531849,100,100,100
1380283200000,92.3050874888,115.914892349,100,100,100
1380369600000,93.1077941302,111.853584705,100,100,100
1380456000000,97.7104010886,112.527908218,100,100,100
1380542400000,92.5197804058,104.575862215,100,100,100
1380628800000,93.2772727396,105.956743406,100,100,100
1380715200000,92.708267378,91.5597010479,100,100,100
1380801600000,82.2678512262,77.9273431736,100,100,100
1380888000000,89.4844622912,89.8290406867,100,100,100
1380974400000,91.0387991032,87.1515722035,100,100,100
1381060800000,88.6949629473,84.7589865571,100,100,100
1381147200000,89.8629384933,76.3666455833,100,100,100
1381233600000,87.7710138198,77.4672060279,100,100,100
1381320000000,89.4941702976,70.0436907066,100,100,100
1381406400000,91.4077336484,75.2615811178,100,100,100
1381492800000,91.1810841953,67.8903463432,100,100,100
1381579200000,93.5921882709,72.2566057351,100,100,100
1381665600000,94.4646727112,71.8175906766,100,100,100
1381752000000,99.7603031305,57.35036692,100,100,100
1381838400000,97.5359769725,59.0611100282,100,100,100
1381924800000,104.867471347,60.5915663328,100,100,100
1382011200000,101.245464654,51.9996167789,100,100,100
1382097600000,104.496235733,56.6731921243,100,100,100
1382184000000,120.380163903,61.3773868714,100,100,100
1382270400000,119.931057875,61.3773868714,100,100,100
1382356800000,128.544265546,61.3773868714,100,100,100
1382443200000,137.124709571,55.3203802368,100,100,100
1382529600000,138.772546086,47.8161521836,100,100,100
1382616000000,139.243405993,37.1395876938,100,100,100
1382702400000,125.135598078,39.2314433598,100,100,100
1382788800000,128.071263319,38.416498894,100,100,100
1382875200000,128.213591027,37.0262422305,100,100,100
1382961600000,138.245075063,34.9091953624,100,100,100
1383048000000,140.376168979,35.3543117131,100,100,100
1383134400000,143.862832931,38.3982708522,100,100,100
1383220800000,141.255684896,39.8820970519,100,100,100
1383307200000,142.948845306,43.3692960981,100,100,100
1383393600000,144.712148508,46.0305844587,100,100,100
1383480000000,143.261998266,49.7678271321,100,100,100
1383566400000,152.773174392,53.4537913298,100,100,100
1383652800000,165.805139094,42.7343272554,100,100,100
1383739200000,179.311049337,49.3051101402,100,100,100
1383825600000,205.520326315,47.026406912,100,100,100
1383912000000,221.821684887,47.1723392065,100,100,100
1383998400000,248.643746639,49.2817980645,100,100,100
1384084800000,222.659350417,36.2776104102,100,100,100
1384171200000,229.642557111,40.6715690289,100,100,100
1384257600000,248.381201214,42.3446487142,100,100,100
1384344000000,265.388635838,42.7204285177,100,100,100
1384430400000,295.637314722,43.8356500482,100,100,100
1384516800000,301.716303504,57.3267361104,100,100,100
1384603200000,312.964450412,56.3455115151,100,100,100
1384689600000,334.185629724,45.1236284909,100,100,100
1384776000000,387.717644547,41.9828925997,100,100,100
1384862400000,422.88168137,44.3459704827,100,100,100
1384948800000,327.181004249,34.3175712995,100,100,100
1385035200000,448.24885103,47.2537098376,100,100,100
1385121600000,506.766288031,74.9578535511,100,100,100
1385208000000,576.902699288,87.1658137484,100,100,100
1385294400000,530.580248018,92.4691077769,100,100,100
1385380800000,562.858878428,137.189142599,100,100,100
1385467200000,582.501740946,192.470908217,100,100,100
1385553600000,636.661664847,217.273518721,100,100,100
1385640000000,716.548156443,257.274757105,100,100,100
1385726400000,767.286551103,285.126983816,100,100,100
1385812800000,789.643769216,314.30695922,100,100,100
1385899200000,718.491072834,354.007346756,100,100,100
1385985600000,681.467480233,329.062917882,100,100,100
1386072000000,757.422452852,329.500281166,100,100,100
1386158400000,785.638938247,342.074638215,100,100,100
1386244800000,654.829257555,280.271728088,100,100,100
1386331200000,710.140233994,289.500918767,100,100,100
1386417600000,549.048353044,178.892041421,100,100,100
1386504000000,528.488368218,162.925239808,100,100,100
1386590400000,622.884954507,185.58481965,100,100,100
1386676800000,644.550367138,139.224245434,100,100,100
1386763200000,617.121967535,140.933383697,100,100,100
1386849600000,602.62963308,162.807266662,100,100,100
1386936000000,634.241014052,162.41906586,100,100,100
1387022400000,611.340151592,150.655394411,100,100,100
1387108800000,584.309729218,135.426317151,100,100,100
1387195200000,576.567539094,156.01570535,100,100,100
1387281600000,495.632326215,112.119514915,100,100,100
1387368000000,349.272976765,77.6530475309,100,100,100
1387454400000,465.302613989,119.432012669,100,100,100
1387540800000,480.693943989,139.367563018,100,100,100
1387627200000,427.82630281,122.963086244,100,100,100
1387713600000,451.745390653,132.280610559,100,100,100
1387800000000,445.557495809,117.206700879,100,100,100
1387886400000,459.710507583,151.728755054,100,100,100
1387972800000,467.370009423,160.142388994,100,100,100
1388059200000,500.174383718,185.645354335,100,100,100
1388145600000,531.469121522,211.26209663,100,100,100
1388232000000,520.936898875,206.028322367,100,100,100
1388318400000,507.050095111,194.15819169,100,100,100
1388404800000,528.428306923,203.111027448,100,100,100
1388491200000,526.486479566,198.697233124,100,100,100
1388577600000,537.915665508,204.425161828,100,100,100
1388664000000,539.908080434,210.683052382,100,100,100
1388750400000,573.833244409,213.277487676,100,100,100
1388836800000,575.93059989,194.059957077,100,100,100
1388923200000,606.495604395,194.083813381,100,100,100
1389009600000,694.16445156,195.819868957,100,100,100
1389096000000,645.089870592,177.24937681,100,100,100
1389182400000,602.454076846,154.550912364,100,100,100
1389268800000,586.078182472,149.924384589,100,100,100
1389355200000,585.488013896,153.988051805,100,100,100
1389441600000,637.3661709,174.638153158,100,100,100
1389528000000,605.76410795,158.479034687,100,100,100
1389614400000,583.198477586,147.607349872,100,100,100
1389700800000,586.363118111,147.356554041,100,100,100
1389787200000,602.324935276,156.211952665,100,100,100
1389873600000,595.969093548,150.777926237,100,100,100
1389960000000,579.255369171,140.590370125,100,100,100
1390046400000,586.274602249,147.660323514,100,100,100
1390132800000,583.129111305,158.514319712,100,100,100
1390219200000,613.025384833,184.210545577,100,100,100
1390305600000,604.07999633,204.265268584,100,100,100
1390392000000,588.83598332,193.175344058,100,100,100
1390478400000,588.95777033,196.803846158,100,100,100
1390564800000,555.830725391,181.896154381,87.0207234913,87.0207234913,87.4753142891
1390651200000,574.284236359,192.774772557,93.5499372253,93.5499372253,93.1647318733
1390737600000,602.009698437,205.551996717,102.242821154,102.242821154,101.259984315
1390824000000,606.649800079,205.466168657,101.637080582,101.637080582,101.558959838
1390910400000,567.003928623,186.725161701,92.1033346476,92.1033346476,91.3558084386
1390996800000,573.092530146,187.464261338,92.6867635639,92.6867635639,92.5828501208
1391083200000,564.736266247,185.870743215,90.4267198566,90.4267198566,90.2504094717
1391169600000,574.499335576,189.887452823,93.159774649,93.159774649,92.7785457435
1391256000000,590.147926502,197.490682056,98.5891105421,98.5891105421,97.3348593045
1391342400000,584.443162828,195.976684052,97.0129768415,97.0129768415,96.3515373008
1391428800000,569.808805253,186.383560604,92.4077830572,92.4077830572,91.7949410362
1391515200000,581.034948206,183.509862997,92.71448894,92.71448894,92.9835422252
1391601600000,580.316539059,183.050680138,92.5962311038,92.5962311038,93.0703080419
1391688000000,561.770240638,172.938314712,87.0041925692,87.0041925692,87.3498045728
1391774400000,497.086280015,144.655103681,74.1797911379,74.1797911379,72.6960274055
1391860800000,496.593677447,145.420118108,74.4133531744,74.4133531744,73.2774713378
