timestamp,"30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: market_cap-weighted (max_weight=1, min_volume=0)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: volume-weighted (max_weight=1, min_volume=0)",bitcoin
1367236800000,100,100,100,100,100,100,100,100,100,100,100.0
1367323200000,100,100,100,100,100,100,100,100,100,100,101.188965061
1367409600000,100,100,100,100,100,100,100,100,100,100,93.0062213631
1367496000000,100,100,100,100,100,100,100,100,100,100,79.5328829689
1367582400000,100,100,100,100,100,100,100,100,100,100,58.4197214614
1367668800000,100,100,100,100,100,100,100,100,100,100,71.4429817231
1367755200000,100,100,100,100,100,100,100,100,100,100,77.4576161146
1367841600000,100,100,100,100,100,100,100,100,100,100,85.8364678071
1367928000000,100,100,100,100,100,100,100,100,100,100,75.7828470397
1368014400000,100,100,100,100,100,100,100,100,100,100,78.7451446516
1368100800000,100,100,100,100,100,100,100,100,100,100,78.1855565624
1368187200000,100,100,100,100,100,100,100,100,100,100,82.049766214
1368273600000,100,100,100,100,100,100,100,100,100,100,82.4872862653
1368360000000,100,100,100,100,100,100,100,100,100,100,80.5669154024
1368446400000,100,100,100,100,100,100,100,100,100,100,82.3818443333
1368532800000,100,100,100,100,100,100,100,100,100,100,83.1935119677
1368619200000,100,100,100,100,100,100,100,100,100,100,79.3171755633
1368705600000,100,100,100,100,100,100,100,100,100,100,80.069867789
1368792000000,100,100,100,100,100,100,100,100,100,100,83.1270963061
1368878400000,100,100,100,100,100,100,100,100,100,100,86.168905003
1368964800000,100,100,100,100,100,100,100,100,100,100,86.7596583757
1369051200000,100,100,100,100,100,100,100,100,100,100,85.6642923396
1369137600000,100,100,100,100,100,100,100,100,100,100,85.1454263865
1369224000000,100,100,100,100,100,100,100,100,100,100,86.3046944778
1369310400000,100,100,100,100,100,100,100,100,100,100,87.1471587386
1369396800000,100,100,100,100,100,100,100,100,100,100,89.4973113162
1369483200000,100,100,100,100,100,100,100,100,100,100,90.2993547832
1369569600000,100,100,100,100,100,100,100,100,100,100,93.1282041773
1369656000000,100,100,100,100,100,100,100,100,100,100,93.9925539315
1369742400000,100,100,100,100,100,100,100,100,100,100,90.1849077184
1369828800000,100,100,100,100,100,100,100,100,100,100,90.2237992826
1369915200000,100,100,100,100,100,100,100,100,100,100,91.3758670788
1370001600000,100,100,100,100,100,100,100,100,100,100,89.9767746146
1370088000000,100,100,100,100,100,100,100,100,100,100,90.0344676536
1370174400000,100,100,100,100,100,100,100,100,100,100,85.6735580666
1370260800000,100,100,100,100,100,100,100,100,100,100,83.2018700172
1370347200000,100,100,100,100,100,100,100,100,100,100,84.8462492836
1370433600000,100,100,100,100,100,100,100,100,100,100,84.2442173183
1370520000000,100,100,100,100,100,100,100,100,100,100,84.5370873143
1370606400000,100,100,100,100,100,100,100,100,100,100,79.7182773702
1370692800000,100,100,100,100,100,100,100,100,100,100,75.4535636874
1370779200000,100,100,100,100,100,100,100,100,100,100,65.0127650673
1370865600000,100,100,100,100,100,100,100,100,100,100,73.4386900379
1370952000000,100,100,100,100,100,100,100,100,100,100,74.5445169959
1371038400000,100,100,100,100,100,100,100,100,100,100,77.0997605398
1371124800000,100,100,100,100,100,100,100,100,100,100,76.1130969716
1371211200000,100,100,100,100,100,100,100,100,100,100,72.0832555117
1371297600000,100,100,100,100,100,100,100,100,100,100,71.9061515306
1371384000000,100,100,100,100,100,100,100,100,100,100,70.4817633588
1371470400000,100,100,100,100,100,100,100,100,100,100,71.0030046037
1371556800000,100,100,100,100,100,100,100,100,100,100,73.931881885
1371643200000,100,100,100,100,100,100,100,100,100,100,75.5248824641
1371729600000,100,100,100,100,100,100,100,100,100,100,77.6669636721
1371816000000,100,100,100,100,100,100,100,100,100,100,76.8047607693
1371902400000,100,100,100,100,100,100,100,100,100,100,75.7353775102
1371988800000,100,100,100,100,100,100,100,100,100,100,75.2036845881
1372075200000,100,100,100,100,100,100,100,100,100,100,72.6601835735
1372161600000,100,100,100,100,100,100,100,100,100,100,73.0582908303
1372248000000,100,100,100,100,100,100,100,100,100,100,72.1138326908
1372334400000,100,100,100,100,100,100,100,100,100,100,72.0185764572
1372420800000,100,100,100,100,100,100,100,100,100,100,67.5979778677
1372507200000,100,100,100,100,100,100,100,100,100,100,68.5800882226
1372593600000,100,100,100,100,100,100,100,100,100,100,67.4066819885
1372680000000,100,100,100,100,100,100,100,100,100,100,66.1498987213
1372766400000,100,100,100,100,100,100,100,100,100,100,64.0897885335
1372852800000,100,100,100,100,100,100,100,100,100,100,61.7388354391
1372939200000,100,100,100,100,100,100,100,100,100,100,57.0545259149
1373025600000,100,100,100,100,100,100,100,100,100,100,52.0902968391
1373112000000,100,100,100,100,100,100,100,100,100,100,49.0868443362
1373198400000,100,100,100,100,100,100,100,100,100,100,48.1267012578
