timestamp,"30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: market_cap-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: market_cap-weighted (max_weight=1, min_volume=0)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=100000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=1000000)","30 day balanced: volume-weighted (max_weight=0.2, min_volume=10000000)","30 day balanced: volume-weighted (max_weight=1, min_volume=0)",bitcoin
1421755200000,1130.69011782,148.29299643,6.02089252305,4.4674997034,16.0586000584,41.8086904824,22.2338528455,6.02089252305,4.4674997034,8.10344737152,146.323608017
1421841600000,1161.30574301,149.180372702,6.15099536568,4.60087779219,16.5182124809,42.9203501938,22.3668988689,6.15099536568,4.60087779219,8.33426953867,148.507868171
1421928000000,1248.62874483,162.323910016,6.92131983275,5.44369426456,19.0399927576,46.1357207902,24.3375345802,6.92131983275,5.44369426456,9.68770223951,162.110150521
1422014400000,1221.94524516,155.50598956,6.73354311092,5.1946899726,18.328414966,45.2738248526,23.315310714,6.73354311092,5.1946899726,9.30182733962,158.402546705
1422100800000,1256.45527215,160.248535149,7.14069730571,5.60151855131,19.4968261604,46.6726950337,24.0263696533,7.14069730571,5.60151855131,9.94857583913,164.605292517
1422187200000,1374.91803174,171.978523585,8.75059176429,6.06689620538,20.8538567951,51.2413925773,25.7850692753,8.75059176429,6.06689620538,10.8093028661,171.443047688
1422273600000,1587.29782157,204.529875738,11.2731190432,8.73535771576,28.4796909366,58.9806871652,30.6655558196,11.2731190432,8.73535771576,15.0180377887,209.146772829
1422360000000,1340.24280132,170.490457281,8.59604540393,6.10273368441,21.0242152411,50.2124751154,25.5619606455,8.59604540393,6.10273368441,10.8922662285,177.630901462
1422446400000,1403.7349236,177.003472097,9.11475033873,6.35442591102,21.748265405,51.8765325323,26.5384694254,9.11475033873,6.35442591102,11.3126929673,181.293876075
1422532800000,1223.87211189,155.344530067,7.49658896164,4.63830813182,16.7338317327,45.9213996331,23.2911027831,7.49658896164,4.63830813182,8.57545772314,156.813171732
1422619200000,1259.59744144,159.37848386,7.90386352031,4.96770310826,17.6991539515,47.2223345769,23.8959211978,7.90386352031,4.96770310826,9.11441522259,162.381308813
1422705600000,1250.31861527,156.301524578,7.75397624564,4.81427385915,17.2411119137,46.8224717575,23.4345868022,7.75397624564,4.81427385915,8.86545914258,159.873707037
1422792000000,1155.73503453,143.623216152,6.83635463365,4.21418682338,15.3911824626,43.7103952053,21.5337037488,6.83635463365,4.21418682338,7.84896303133,149.909780829
1422878400000,1203.44386992,152.65855947,7.33935106377,4.63677493297,16.5986839134,44.5956115868,22.8883900696,7.33935106377,4.63677493297,8.51569134869,157.426069682
1422964800000,1248.41756466,157.632285787,8.14504073359,5.34676243356,18.5297272089,47.7029719032,23.6341103779,8.14504073359,5.34676243356,9.64386562822,169.478686356
1423051200000,1183.69535846,147.224499724,7.44772241049,4.69374583212,16.658015422,45.4811022522,22.0736510888,7.44772241049,4.69374583212,8.59733868328,159.129208784
1423137600000,1181.28035215,142.999690314,7.33896079049,4.60898160819,16.4684400242,45.4402192331,21.4402173262,7.33896079049,4.60898160819,8.47127389893,157.692353831
1423224000000,1175.53394322,147.445306362,7.02287403728,4.25642578969,15.7003122711,45.1660202214,22.1067570509,7.02287403728,4.25642578969,7.96810608112,151.661156313
1423310400000,1198.00047238,147.364350079,7.41446096695,4.73226136586,17.0536266283,46.2800156279,22.0946191204,7.41446096695,4.73226136586,8.72182470648,160.138430117
1423396800000,1191.76199862,143.930180665,7.44554755579,4.67329521527,16.8603901893,46.0341113036,21.5797275258,7.44554755579,4.67329521527,8.62530781819,159.140730915
1423483200000,1145.13194484,136.518689819,7.06814131831,4.34600440763,15.8167826331,44.1478279616,20.4685085148,7.06814131831,4.34600440763,8.06861701348,153.568078648
1423569600000,1121.02169561,135.813406976,6.84520044837,4.21686940201,15.3606311848,43.630083152,20.3627641079,6.84520044837,4.21686940201,7.84308959531,151.286556031
1423656000000,1149.15879796,138.333134397,7.06923303025,4.35990466092,15.7752683468,44.8315340982,20.7405516639,7.06923303025,4.35990466092,8.08632149422,153.852358958
1423742400000,1147.17844523,134.34846197,6.9991307855,4.31097797285,15.6669667097,44.7830700295,20.1431220986,6.9991307855,4.31097797285,8.00968029032,152.989096231
1423828800000,1215.73318043,144.686196068,7.65758700574,4.94212051005,17.630832218,47.3897562998,21.6930783625,7.65758700574,4.94212051005,9.05649082098,164.18817066
1423915200000,1262.9820982,150.638791761,8.1717558926,5.42668563026,19.0999795111,48.9850944172,22.5855624303,8.1717558926,5.42668563026,9.83889322089,172.237333007
1424001600000,1270.58878655,151.832227309,8.60117050143,5.76831439661,19.9568572506,49.4798216176,22.7644965068,8.60117050143,5.76831439661,10.3532748838,177.658803091
1424088000000,1166.21078075,138.140163831,7.58245071799,4.81344638704,17.1855116913,45.8110008729,20.7116192175,7.58245071799,4.81344638704,8.84459898433,162.954272787
1424174400000,1189.80369504,139.804375976,7.80579701199,5.05505191479,17.886737746,46.7975628948,20.9611377304,7.80579701199,5.05505191479,9.22769122297,167.043926012
1424260800000,1201.62430466,141.975773676,7.9531371271,5.18586654963,18.2904371318,47.1842473471,21.2359810547,7.9531371271,5.18586654963,9.46659465478,169.205307394
1424347200000,1183.17891274,139.480942731,7.80023061796,5.00729800781,17.7331383749,46.7021593686,21.0282642923,7.80023061796,5.00729800781,9.16555961875,166.292125506
1424433600000,1197.269431,142.128012118,7.98436278242,5.22918056774,18.3696502502,47.314933225,21.4712155186,7.98436278242,5.22918056774,9.53189468394,169.976480067
1424520000000,1192.16000823,140.652507517,8.04318964827,5.2864134097,18.4888192211,47.1974564901,21.373818129,8.04318964827,5.2864134097,9.62640819901,170.906667588
1424606400000,1191.34717947,141.530642981,8.04922451003,5.29083740275,18.489922536,47.2912638272,21.4478527051,8.04922451003,5.29083740275,9.6350120873,170.978180148
1424692800000,1141.90585724,135.069309811,7.5459245465,4.7959779267,17.004906236,45.548845221,20.8141660149,7.5459245465,4.7959779267,8.78638390321,162.982265115
1424779200000,1185.55112363,142.808288971,7.73723789939,4.9881515425,17.6455275691,47.2501664364,21.9937644548,7.73723789939,4.9881515425,9.12221438104,166.247594072
1424865600000,1186.37390407,140.61746291,7.69287252494,4.96772155481,17.5947633531,47.1827958876,21.5547363412,7.69287252494,4.96772155481,9.08517907391,165.907143679
1424952000000,1197.1001417,144.075744998,7.68502214177,4.93746796776,17.504412568,47.5497003639,22.1226386287,7.68502214177,4.93746796776,9.03900772444,165.401953709
1425038400000,1248.93616491,149.16163206,8.29413892532,5.60087854,19.5103810589,49.879585387,22.9982246412,8.29413892532,5.60087854,10.1633723272,176.513864254
1425124800000,1256.79867846,152.053113122,8.30361441249,5.63210064582,19.5701785582,50.3678248305,23.5118531876,8.30361441249,5.63210064582,10.2171017265,177.005852655
1425211200000,1240.75213912,149.468931422,8.21321122918,5.53932307192,19.2398575897,49.7594300093,23.1282660904,8.21321122918,5.53932307192,10.0557569073,175.547944264
1425297600000,1248.26944143,150.208214131,8.56664367366,5.89390618375,20.1386087512,50.323490406,23.2742868408,8.56664367366,5.89390618375,10.6480335023,181.166531188
1425384000000,1278.14243121,152.966948491,9.20079843549,6.54866894844,21.929960118,51.552928508,23.6558579607,9.20079843549,6.54866894844,11.7388974487,191.229560283
1425470400000,1255.87333793,149.564895923,9.41756947111,6.83050932191,22.4145352747,50.6427797042,23.0610585143,9.41756947111,6.83050932191,12.1814938392,195.344611076
1425556800000,1250.39038964,147.843774753,8.99317671728,6.34679750644,21.3745812061,50.4644519795,23.0284499841,8.99317671728,6.34679750644,11.3986150583,188.427813805
1425643200000,1254.71001866,149.483774354,8.99399787979,6.42134951179,21.6768572478,50.727381113,23.3940429195,8.99399787979,6.42134951179,11.5141696044,189.534487791
1425729600000,1242.7343378,147.27150249,9.03365826167,6.46871475136,21.7132012245,50.5047071175,23.2347179955,9.03365826167,6.46871475136,11.589313871,190.233511135
1425816000000,1238.58812985,146.859346201,9.12678917472,6.55286516892,21.811579251,50.0969384679,23.0360488264,9.12678917472,6.55286516892,11.722802584,191.470868942
1425902400000,1256.27934992,147.678119841,9.34812979057,6.8457918024,22.7627503932,51.1750501048,23.3526514209,9.34812979057,6.8457918024,12.2096365685,195.750440977
1425988800000,1291.44824032,153.56709049,10.1131713516,7.55646726678,24.6627679425,52.9796426104,24.8294516389,10.1131713516,7.55646726678,13.3991137082,205.911065164
1426075200000,1288.60287203,153.419862544,10.0164676649,7.47075131791,24.4100842936,53.0595733178,24.9071117638,10.0164676649,7.47075131791,13.2532709458,204.743200492
1426161600000,1289.29580849,152.412538404,9.98059645092,7.46766134603,24.5460012477,52.7901014907,24.6713457461,9.98059645092,7.46766134603,13.2391638273,204.700858651
1426248000000,1282.06901658,150.878384102,9.95594576138,7.3528836162,24.2789655218,52.4378106509,24.3968238704,9.95594576138,7.3528836162,13.0590216558,203.127735637
1426334400000,1272.3139577,150.49397905,9.66442504733,6.99123473222,23.4374871109,51.9157675841,24.1546272882,9.66442504733,6.99123473222,12.4737022213,198.132354047
1426420800000,1273.51128182,149.425076746,9.72954780837,7.04929451685,23.6124237365,52.4451388499,24.506847071,9.72954780837,7.04929451685,12.5744395353,198.955064358
1426507200000,1301.49962207,152.208516212,10.0351109372,7.40842207771,24.6068142522,53.5749652977,25.0084917562,10.0351109372,7.40842207771,13.1699143347,204.022964899
1426593600000,1290.24631199,150.503390547,10.0186012675,7.35770115726,24.454832044,53.3830437612,24.7704660773,10.0186012675,7.35770115726,13.0879019105,203.324554869
1426680000000,1204.87719117,141.304386402,8.85009437917,6.2921063156,21.3586659674,49.7107210959,23.0635030489,8.85009437917,6.2921063156,11.2826470556,188.601097622
1426766400000,1155.00137026,134.48552461,8.21606464071,5.7641886275,19.979191561,47.7009660408,21.8895888445,8.21606464071,5.7641886275,10.3788660739,180.689132181
1426852800000,1162.08832121,135.064568813,8.23268020892,5.84168359091,20.2142406161,47.9535231818,21.9487675183,8.23268020892,5.84168359091,10.5023286026,181.903743516
1426939200000,1167.58766447,131.344292674,8.0247210111,5.82327440392,20.1422621247,49.4565025064,21.6346246396,8.0247210111,5.82327440392,10.4670210904,181.617122376
1427025600000,1173.42444878,132.561751685,8.09248353264,5.86651324103,20.2557280918,49.8589776342,21.9728688192,8.09248353264,5.86651324103,10.5296396355,182.291391921
1427112000000,1202.86615777,134.761977012,8.30264852713,6.20434920332,21.2882819293,51.1207612853,22.3743094565,8.30264852713,6.20434920332,11.080423046,187.54021565
1427198400000,1151.61790081,128.071544917,8.06121751483,5.59215677984,19.442458901,49.3132027481,21.2980487217,8.06121751483,5.59215677984,10.0930396541,178.287778742
1427284800000,1117.97380235,123.011571938,7.71398191905,5.19186027439,18.132105542,48.459351004,20.5676575849,7.71398191905,5.19186027439,9.4325436113,171.906700957
1427371200000,1111.73097727,123.252579702,7.85684231355,5.41022017579,18.6932292897,48.0441149341,20.6108557634,7.85684231355,5.41022017579,9.73333174266,175.521737599
1427457600000,1088.33811628,120.835391162,7.66517713632,5.2457533307,18.163770604,47.0951145132,20.2571364567,7.66517713632,5.2457533307,9.45515938091,172.853869612
1427544000000,1108.59582683,122.979471251,7.75897824932,5.4805522369,18.878075881,47.9589037887,20.7443967033,7.75897824932,5.4805522369,9.83621085207,176.722322526
1427630400000,1078.33285612,120.614666323,7.5956270332,5.18225013945,17.9480953328,46.653825763,20.3007139567,7.5956270332,5.18225013945,9.34374904193,171.912894826
1427716800000,1056.85176623,118.712210017,7.50106342833,5.08967975053,17.6328760055,45.3646763448,19.9526279656,7.50106342833,5.08967975053,9.18355960202,170.377457216
1427803200000,1042.89865936,117.832813178,7.32151504646,5.11808550599,17.6483852451,45.5689831746,20.5579939195,7.32151504646,5.11808550599,9.20851585361,170.852899741
1427889600000,1015.48666407,114.779692068,7.24573289493,5.04939168491,17.3351172822,44.0203420464,20.0457471249,7.24573289493,5.04939168491,9.05479273252,169.706324668
1427976000000,1036.90762442,116.491283805,7.34611838566,5.19532113253,17.8096068956,45.1106868698,20.2612500811,7.34611838566,5.19532113253,9.30467547781,172.158615138
1428062400000,1084.32615549,121.010668977,7.59977876777,5.50701256652,18.8969909053,47.2789375219,20.9536023921,7.59977876777,5.50701256652,9.85914032812,177.322912422
1428148800000,1082.62975997,120.979588769,7.53442477888,5.4388404613,18.7631921719,46.815778299,20.8888088479,7.53442477888,5.4388404613,9.77436568011,176.22535943
1428235200000,1080.80057944,120.151507763,7.682900916,5.61417288348,19.2544199929,46.4943550403,20.4052929981,7.682900916,5.61417288348,10.0461550209,179.065856346
1428321600000,1086.22656858,120.717801939,7.74743440214,5.68222423672,19.4705219047,46.8810613633,20.6164066548,7.74743440214,5.68222423672,10.1544620425,180.151116285
1428408000000,1080.07098375,120.237946368,7.78980053268,5.50241180285,18.9665286778,46.2672730827,20.2735227479,7.78980053268,5.50241180285,9.8807692878,177.300699852
1428494400000,1050.72862641,118.009182741,7.56618124306,5.13914187838,17.8892596504,44.7473948324,19.9339745187,7.56618124306,5.13914187838,9.29678365686,171.447992516
1428580800000,1030.84208904,115.528438423,7.51266425959,5.00508299787,17.4297681001,44.0870363649,19.3990632889,7.51266425959,5.00508299787,9.05432933129,169.21180927
1428667200000,993.730773471,111.45136087,7.34378132884,4.84732735468,16.8636929146,42.4758743133,19.0520177308,7.34378132884,4.84732735468,8.76808514986,166.545108456
1428753600000,969.654193903,108.495370817,7.28155922808,4.71296322482,16.407166295,41.5830517918,18.511527172,7.28155922808,4.71296322482,8.53043496847,164.236858265
1428840000000,967.719026064,108.240532669,7.3550979525,4.75220616045,16.508972948,41.5080945915,18.432629305,7.3550979525,4.75220616045,8.57870625934,164.92062516
1428926400000,973.063935039,109.939860587,7.60238681266,4.68077627877,16.3365133609,41.2081980245,18.3572756821,7.60238681266,4.68077627877,8.47730221342,163.681173383
1429012800000,911.588005253,103.25307965,7.27444631442,4.18082223668,14.7175314006,38.4421430748,17.041729302,7.27444631442,4.18082223668,7.61894115472,154.939774588
1429099200000,897.187429643,101.430173729,7.02513847344,4.18933682369,14.6952555389,38.082998351,16.9109866394,7.02513847344,4.18933682369,7.61535031448,155.09754836
1429185600000,918.736196596,104.73044473,7.31468531939,4.33887805171,15.1834883735,38.8200902336,17.3691617639,7.31468531939,4.33887805171,7.87532605952,157.865704613
1429272000000,914.61552679,103.710829313,7.20018521632,4.23269044509,14.8685784563,38.4338482198,17.1842440957,7.20018521632,4.23269044509,7.70903731655,155.933940094
1429358400000,908.158231936,102.898510159,7.09961816737,4.17792798433,14.6840971661,38.1740698967,17.1895747756,7.09961816737,4.17792798433,7.613191338,154.925205061
1429444800000,922.102911984,104.716840799,7.22900624747,4.33890641083,15.186384783,38.659853917,17.4086709734,7.29370028752,4.33890641083,7.88613863567,157.909892187
1429531200000,912.910967179,103.175994119,7.19291846305,4.32571522297,15.1428493087,38.1442791661,17.1000167321,7.23908417407,4.32571522297,7.85181385011,157.669852548
1429617600000,912.038557261,102.533011782,7.18155970345,4.30720170508,15.0682198186,38.0078221111,16.9762583256,7.22193668019,4.30720170508,7.81600693461,157.332448964
1429704000000,952.274001361,107.443969379,7.4989364906,4.70446367326,16.3462640358,39.783885525,17.781700502,7.70067844838,4.70446367326,8.49347054616,164.587994747
1429790400000,955.82718402,108.67948477,7.48182369469,4.69763203155,16.3336928385,40.1379291925,18.0575647962,7.67431868281,4.69763203155,8.48330001329,164.468490561
1429876800000,938.471535867,106.522743799,7.36122631122,4.55797068023,15.8988094565,39.4130559822,17.6875039658,7.48876844984,4.55797068023,8.24021192534,162.023653301
1429963200000,924.226643697,104.581342901,7.27756532077,4.4294831834,15.4983115341,38.7966876146,17.387039339,7.36110267257,4.4294831834,8.02600365122,159.739960064
1430049600000,878.498196432,99.4431423197,6.94720092647,4.05703897717,14.2799653923,36.8831091763,16.5277790839,6.85986782576,4.05703897717,7.37626818593,153.024253043
1430136000000,868.170657513,98.0225002968,6.91461252895,4.03803294154,14.1921089242,36.4734009794,16.3313742347,6.81159973145,4.03803294154,7.33744275288,152.66581621
1430222400000,885.468708675,99.7206107481,7.10963878198,4.28032634154,14.9512205298,37.1178944159,16.5823838352,7.09978090586,4.28032634154,7.74829584627,157.24600664
1430308800000,873.496146585,98.0865527527,7.09389421856,4.26572542087,14.9030020916,36.5106385559,16.2328841597,7.0761968067,4.26572542087,7.71816804077,156.977810212
1430395200000,911.670594381,102.253063237,7.39191313588,4.58721434701,15.9584152986,38.1459741807,16.9163672061,7.52210996371,4.58721434701,8.27826719471,162.893173094
1430481600000,909.687731522,102.010674925,7.41062022936,4.63310619073,16.099312736,37.9178911903,16.8279676945,7.55066484762,4.63310619073,8.35026734591,163.70798874
1430568000000,913.413556394,102.468316889,7.42514006672,4.66301640088,16.1902625688,38.0831057652,16.908986811,7.57285619372,4.66301640088,8.39961437183,164.23641828
1430654400000,934.546289725,105.014564069,7.61613337247,4.96050443137,17.1247928255,38.9480885615,17.336528564,7.86504559864,4.96050443137,8.8956810588,169.475341372
1430740800000,927.276486517,104.559804359,7.59076262004,4.92488182757,17.0045207822,38.7082874224,17.3324681011,7.82574571083,4.92488182757,8.83473597407,168.866819293
1430827200000,896.367964212,101.078587428,7.346637648,4.6075133786,15.9969738219,37.2955449502,16.6914757473,7.44822238772,4.6075133786,8.29371441053,163.42577498
1430913600000,900.751629378,101.729722315,7.39427025563,4.6618818789,16.1607091009,37.5072855542,16.7891125959,7.52065925031,4.6618818789,8.38747810945,164.389984258
1431000000000,876.501986076,98.6060359951,7.3059541237,4.50591703925,15.6387667677,36.6610546965,16.3973923234,7.38592069365,4.50591703925,8.12634593298,161.640122914
1431086400000,897.602147612,101.149584182,7.54046341685,4.76978907199,16.4371108442,37.5457315698,16.8053855134,7.74153482942,4.76978907199,8.57874860386,166.373044918
1431172800000,902.84737209,101.453997939,7.57540875593,4.85943149066,16.7212610594,37.7217659471,16.8506513329,7.79535059869,4.85943149066,8.72292267146,167.936435031
1431259200000,910.621996306,102.514788016,7.63583253591,4.97010629998,17.0601368785,38.2203284241,17.096623606,7.88861775389,4.97010629998,8.90587958798,169.848832907
1431345600000,898.150228405,101.366212989,7.57685343232,4.87663992844,16.752310236,37.6975376862,16.8911744926,7.79722033229,4.87663992844,8.74704478987,168.251769065
1431432000000,924.953631237,102.685549951,7.57655769648,4.88723118547,16.8032228629,38.8407134895,17.1021289301,7.79676382666,4.88723118547,8.77304336491,168.434476602
1431518400000,924.64929497,102.587198618,7.63589013616,4.95469617535,16.9934099826,38.7748471336,17.1070730301,7.88834915565,4.95469617535,8.8870034909,169.597039802
1431604800000,903.287703388,100.196021234,7.50841934174,4.71914533489,16.2020812717,37.7726976813,16.6372074249,7.69082127436,4.71914533489,8.49436925702,165.565639707
1431691200000,908.633964063,100.59766541,7.52386023228,4.74096300331,16.2771639004,38.1349331803,16.7776987961,7.7145452682,4.74096300331,8.53475280008,165.94836327
1431777600000,903.268272503,99.8080114677,7.48890852393,4.71662933005,16.1876702452,38.1123899929,16.7889566893,7.66078897929,4.71662933005,8.49175932885,165.52248637
1431864000000,896.376064521,99.3375036217,7.51687400173,4.71383530294,16.1621174354,37.9146657217,16.7378360068,7.7036999636,4.71383530294,8.49086409228,165.473460436
1431950400000,889.083655966,97.6898490298,7.53404410399,4.72675578876,16.1450441544,37.4814927657,16.4634757533,7.73009524096,4.72675578876,8.50995725167,165.700239414
1432036800000,903.660879461,96.0259671107,7.59713015643,4.54389770404,15.6023848354,43.4367846735,16.1792034168,7.79482292068,4.54389770404,8.4631921188,162.495120536
1432123200000,940.060702866,100.767777919,7.55533604907,4.58287672855,15.8289438628,44.4674220774,17.0557514846,7.75194124572,4.58287672855,8.58788226589,163.192088393
1432209600000,939.850621675,100.36358471,7.67170357651,4.65211652053,16.0328473433,45.3034700813,17.0191562687,7.87133689269,4.65211652053,8.71633452487,164.424871525
1432296000000,973.757008261,103.998667876,7.76994258908,4.66589341045,16.1183847348,47.3771325027,17.4076747596,7.97213228399,4.66589341045,8.79931330073,164.668337412
1432382400000,1058.49990106,113.145702717,8.34490867635,4.87359083112,16.8793748568,51.0852702194,18.969350305,8.56206015719,4.87359083112,9.23108698439,168.333357799
1432468800000,1033.07171127,110.248999565,8.24048733692,4.82369899159,16.7006014237,49.2660099079,18.4512697585,8.45492156233,4.82369899159,9.1056295652,167.471728134
1432555200000,1043.7218577,110.989173271,8.21275174679,4.74183381905,16.4865565237,50.1439837682,18.6068962663,8.42646423578,4.74183381905,9.01825918302,166.050608994
1432641600000,1037.6165179,110.35716606,8.30186672487,4.76046066492,16.5276189741,51.339123262,18.6109710751,8.51789816667,4.76046066492,9.06687266822,166.376748545
1432728000000,1054.31136237,111.904004375,8.37099665225,4.75678875104,16.5403969575,51.6857676083,18.9788761189,8.58882699524,4.75678875104,9.06832984844,166.312582371
1432814400000,1082.88186352,116.299744998,8.36163790398,4.741004219,16.5749989568,53.1950714604,20.0519225097,8.57922471332,4.741004219,9.12834373797,166.036643453
1432900800000,1160.38753032,123.262475399,8.28158711138,4.71489582914,16.7300299613,56.1540642168,21.0500093649,8.49709083643,4.71489582914,9.24619986866,165.579467165
1432987200000,1092.16699623,116.92511185,8.20280533455,4.56748978548,16.16596994,52.466584653,19.8484789047,8.41625899769,4.56748978548,8.89952162527,162.991137003
1433073600000,1056.6032395,113.555792687,7.92863954822,4.5102883604,15.9284186528,50.7313811801,19.2900869837,8.13495886049,4.5102883604,8.74851207954,161.970518923
1433160000000,1029.55218367,110.661427635,7.73226431886,4.36069660979,15.3987254571,49.1916528581,18.7537536513,7.93347354862,4.36069660979,8.46325380803,159.284498481
1433246400000,994.921745899,107.042417883,7.66650870586,4.19508619658,14.8109937201,47.3727647793,18.0615358264,7.86600684095,4.19508619658,8.13913429766,156.259847379
1433332800000,1042.20372903,112.521913367,7.83190007932,4.27989748857,15.1765760752,50.0602116435,19.082518143,8.03570203402,4.27989748857,8.37153584081,157.839385787
1433419200000,1035.49073487,111.315035506,7.74228670917,4.27305641431,15.1335177214,49.4580510178,18.9078582835,7.94375674189,4.27305641431,8.337403416,157.713238962
1433505600000,1034.45038093,111.276321154,7.7610420261,4.23826701341,15.0265373456,49.7593255841,18.9516854342,7.96300011028,4.23826701341,8.28957644741,157.071222035
1433592000000,1055.80624055,113.63206803,7.83740062985,4.26782537284,15.1426394569,50.8600210363,19.3886512483,8.04134572005,4.26782537284,8.36215552042,157.618942084
1433678400000,1051.33364227,113.563626488,7.84056362319,4.26058652724,15.1115448201,50.5124723429,19.4048840613,8.04459102091,4.26058652724,8.34122806204,157.485269888
1433764800000,1056.81676715,114.498951359,7.79652011329,4.26479023766,15.1382591081,50.7971643811,19.5118303605,7.99940140939,4.26479023766,8.35749958269,157.562961359
1433851200000,1078.84285304,116.691305174,7.93157798999,4.45097260121,15.7480760083,51.5295366085,19.9958920687,8.13797376648,4.45097260121,8.67518990142,161.002221313
1433937600000,1067.35251135,114.705179531,7.688740101,4.43174374104,15.6832733199,51.0060729303,19.5128893077,7.88881674216,4.43174374104,8.63101372292,160.654444604
1434024000000,1070.68674627,115.25435421,7.74586060536,4.43604978508,15.6949753857,51.8868209245,19.6133024662,7.94742363812,4.43604978508,8.65210418739,160.732493467
1434110400000,1072.47107329,115.599717534,7.6822133187,4.45798787547,15.767119967,52.5962274628,19.5915027828,7.88212011972,4.45798787547,8.70571895916,161.129937605
1434196800000,1077.58186657,115.065784223,7.72421870186,4.44781565317,15.7504244149,53.0325389337,19.5982448809,7.92521856831,4.44781565317,8.71386176816,160.94610472
1434283200000,1122.43549654,119.788113395,8.03932099611,4.59397294076,16.2701849679,54.8606110437,20.4506316484,8.24852046456,4.59397294076,8.99776951172,163.590486586
1434369600000,1136.54369724,120.859390574,8.17246581302,4.65396579224,16.4822917467,55.5496487759,20.6562596674,8.38512998016,4.65396579224,9.11809686696,164.658653497
1434456000000,1222.51411484,129.471387992,8.41808436742,4.8731899732,17.326637714,60.0016595543,22.2009463946,8.63714002845,4.8731899732,9.60688919303,168.536760907
1434542400000,1422.487404,149.498348539,9.74289399851,5.44160266743,19.3656604296,70.8452459291,25.5253077463,9.99642389818,5.44160266743,10.8013048211,178.365890786
1434628800000,1394.4508649,146.954786896,9.57310324588,5.32431092392,18.7854403226,69.7507603446,25.1377637612,9.82221484515,5.32431092392,10.5152316748,175.124563083
1434715200000,1406.82967944,147.782881089,9.25993261754,5.22227726299,18.4769197706,70.1437645746,25.3050896889,9.50089488069,5.22227726299,10.2546439872,172.735452277
