"market_cap-weighted (max_weight=0.2, min_volume=0)","market_cap-weighted (max_weight=0.2, min_volume=10000)","market_cap-weighted (max_weight=1, min_volume=0)","market_cap-weighted (max_weight=1, min_volume=10000)",timestamp,"volume-weighted (max_weight=0.2, min_volume=0)","volume-weighted (max_weight=0.2, min_volume=10000)","volume-weighted (max_weight=1, min_volume=0)","volume-weighted (max_weight=1, min_volume=10000)"
43.4309860335,100.0,41.9892411782,100.0,1370174400000,100.0,100.0,100.0,100.0
42.1683937075,100.0,39.6149789591,100.0,1370260800000,100.0,100.0,100.0,100.0
42.8936362831,100.0,41.1431948735,100.0,1370347200000,100.0,100.0,100.0,100.0
43.0601589038,100.0,40.6455842638,100.0,1370433600000,100.0,100.0,100.0,100.0
42.3596160276,100.0,40.8935587126,100.0,1370520000000,100.0,100.0,100.0,100.0
39.0278267323,100.0,36.183459744,100.0,1370606400000,100.0,100.0,100.0,100.0
36.3464719208,100.0,32.3073585617,100.0,1370692800000,100.0,100.0,100.0,100.0
31.5824102591,100.0,22.9150044517,100.0,1370779200000,100.0,100.0,100.0,100.0
36.0908479599,100.0,28.3759472554,100.0,1370865600000,100.0,100.0,100.0,100.0
34.3671890858,100.0,29.0706573273,100.0,1370952000000,100.0,100.0,100.0,100.0
35.802261566,100.0,31.0249890266,100.0,1371038400000,100.0,100.0,100.0,100.0
34.9807196114,100.0,30.2527943716,100.0,1371124800000,100.0,100.0,100.0,100.0
32.8085025374,100.0,27.0317425122,100.0,1371211200000,100.0,100.0,100.0,100.0
31.905790976,100.0,26.8675795322,100.0,1371297600000,100.0,100.0,100.0,100.0
29.8508650155,100.0,25.7606419001,100.0,1371384000000,100.0,100.0,100.0,100.0
30.5122671695,100.0,26.1939706,100.0,1371470400000,100.0,100.0,100.0,100.0
31.3660848797,100.0,28.250950009,100.0,1371556800000,100.0,100.0,100.0,100.0
34.5552943038,100.0,29.453385738,100.0,1371643200000,100.0,100.0,100.0,100.0
35.2625335949,100.0,31.059279116,100.0,1371729600000,100.0,100.0,100.0,100.0
33.8328410856,100.0,30.3569502284,100.0,1371816000000,100.0,100.0,100.0,100.0
35.554209392,100.0,29.958693233,100.0,1371902400000,100.0,100.0,100.0,100.0
35.2971628957,100.0,29.5775985774,100.0,1371988800000,100.0,100.0,100.0,100.0
33.9187772962,100.0,27.4996629408,100.0,1372075200000,100.0,100.0,100.0,100.0
34.3200068882,100.0,27.8066142233,100.0,1372161600000,100.0,100.0,100.0,100.0
33.5611980336,100.0,27.1209042709,100.0,1372248000000,100.0,100.0,100.0,100.0
34.1039565569,100.0,27.0721442737,100.0,1372334400000,100.0,100.0,100.0,100.0
31.3855721848,100.0,23.7976552939,100.0,1372420800000,100.0,100.0,100.0,100.0
